id	app_type_id	template_type_id	creator_id	explorer_picture_url	title	description	created_date	updated_date	level_id	privacy	order	status	list_type	rand																										
2064	2	7002	1	2080.png	Sushi Making	I have gained some skill of making sushi from scratch. I continue to improve by reading from different recipes.	14-05-16 04:01:00	16-03-01 01:37:00	1	10002	1	0		0.087366193																										
105000010	6	7001	14	500010.png	Sushi Making	Showing my friend how to make sushi from scratch	14-12-28 08:28:00	16-03-01 01:08:00	13	10001	1	0		0.243875111																										
100002091	2	7001	2	2091.png	"Excel, to be awesome in excel. It's hidden functions"	"Excel is one of my favorite software. I have gained so much knowledge and I want to share with the world. However, I am still way less to be an excel expert, so I want to learn from the community."	14-11-29 19:14:00	16-02-10 06:53:00	2	10001	1	0		0.274384242																										
100012008	2	7001	1	2092.png	Communicate in a noisy area	"Starting a conversation with anyone, anywhere in dfferent environment and scenario. "	14-09-20 08:51:01	16-02-08 16:00:04	1	10002	1	0		0.409188026																										
12001	2	7002	1	2092.png	Connection with people		14-09-20 08:51:06	16-02-08 16:00:03	1	10002	1	0		0.409188026																										
12007	2	7002	1	2092.png	Conversation starter and make friends	"Starting a conversation with anyone, anywhere in dfferent environment and scenario. "	14-09-20 08:51:00	16-02-08 16:00:03	1	10002	1	0		0.409188026																										
100012001	2	7001	1	2092.png	Connection with people		14-09-20 08:51:06	16-02-08 16:00:03	1	10002	1	0		0.409188026																										
100012007	2	7001	1	2092.png	Conversation starter and make friends	"Starting a conversation with anyone, anywhere in dfferent environment and scenario. "	14-09-20 08:51:00	16-02-08 16:00:03	1	10002	1	0		0.409188026																										
12002	2	7002	1	2092.png	Listen		14-09-20 08:51:05	16-02-08 16:00:02	1	10002	1	0		0.409188026																										
100012002	2	7001	1	2092.png	Listen		14-09-20 08:51:05	16-02-08 16:00:02	1	10002	1	0		0.409188026																										
12006	2	7002	1	communication-1.jpg	Pay attention to non-verbal communication		14-09-20 08:51:01	16-02-08 16:00:02	1	10002	1	0		0.409188026																										
100012006	2	7001	1	communication-1.jpg	Pay attention to non-verbal communication		14-09-20 08:51:01	16-02-08 16:00:02	1	10002	1	0		0.409188026																										
111000000	12	7001	3	default.png	The Weather	A subject when starting a conversation	14-09-20 08:51:02	16-02-08 16:00:02	29	10001	1	0		0.409188026																										
12003	2	7002	1	2092.png	Communicate		14-09-20 08:51:04	16-02-08 16:00:01	1	10002	1	0		0.409188026																										
12005	2	7002	1	2092.png	Choosing the right words		14-09-20 08:51:02	16-02-08 16:00:01	1	10002	1	0		0.409188026																										
100012003	2	7001	1	2092.png	Communicate		14-09-20 08:51:04	16-02-08 16:00:01	1	10002	1	0		0.409188026																										
100012005	2	7001	1	2092.png	Choosing the right words		14-09-20 08:51:02	16-02-08 16:00:01	1	10002	1	0		0.409188026																										
12004	2	7002	1	2092.png	Speaking		14-09-20 08:51:03	16-02-08 16:00:00	1	10002	1	0		0.409188026																										
100012004	2	7001	1	2092.png	Speaking		14-09-20 08:51:03	16-02-08 16:00:00	1	10002	1	0		0.409188026																										
105000203	6	7001	7	default.png	Organizing your closet		14-06-07 00:50:04	16-02-06 12:03:04	14	10001	1	1		0.744843989																										
5000202	6	7002	1	default.png	Organizing your living room area		14-06-07 00:50:03	16-02-06 12:03:03	14	10002	1	1		0.744843989																										
5000201	6	7002	1	default.png	Organizing your bedroom area		14-06-07 00:50:02	16-02-06 12:03:02	14	10002	1	1		0.744843989																										
5000200	6	7002	1	default.png	Organizing the bathroom area	"""Can I use your bathroom real quick"" Are you prepared for people to see your bathroom"	14-06-07 00:50:01	16-02-06 12:03:01	14	10002	1	1		0.744843989																										
5000002	6	7002	1	500002.png	Organizing the kitchen area	Have your kitchen in order. The kitchen gets used more often than most other areas.	14-06-07 00:50:00	16-02-06 12:03:00	14	10002	1	1		0.744843989																										
100011000	2	7001	2	apartment.jpg	Organizing my apartment	"I have had some surprise visits. I can imagine if I can either clean so fast that by the time the visitor arrives, it will be as clean to be mi casa es su casa. Or having a habit to keep it clean all the time."	14-12-07 03:43:00	16-02-03 15:15:00	2	10001	1	0	1	0.319441808																										
16006	2	7002	1	default.png	Read an electric meter.		14-02-17 21:13:08	16-02-03 10:27:47	3	10002	1	0		0.479224207																										
100016006	2	7001	1	default.png	Read an electric meter.		14-02-17 21:13:08	16-02-03 10:27:47	3	10002	1	0		0.479224207																										
16005	2	7002	1	default.png	Calculate your net worth		14-02-17 21:13:07	16-02-03 10:27:46	3	10002	1	0		0.479224207																										
100016005	2	7001	1	default.png	Calculate your net worth		14-02-17 21:13:07	16-02-03 10:27:46	3	10002	1	0		0.479224207																										
16004	2	7002	1	default.png	Contest a billing error		14-02-17 21:13:06	16-02-03 10:27:45	3	10002	1	0		0.479224207																										
100016004	2	7001	1	default.png	Contest a billing error		14-02-17 21:13:06	16-02-03 10:27:45	3	10002	1	0		0.479224207																										
16003	2	7002	1	default.png	Negotiate medical bills		14-02-17 21:13:05	16-02-03 10:27:44	3	10002	1	0		0.479224207																										
100016003	2	7001	1	default.png	Negotiate medical bills		14-02-17 21:13:05	16-02-03 10:27:44	3	10002	1	0		0.479224207																										
16002	2	7002	1	default.png	Balance a checkbook		14-02-17 21:13:04	16-02-03 10:27:43	3	10002	1	0		0.479224207																										
100016002	2	7001	1	default.png	Balance a checkbook		14-02-17 21:13:04	16-02-03 10:27:43	3	10002	1	0		0.479224207																										
16007	2	7002	1	default.png	Make a Household budget		14-02-17 21:13:03	16-02-03 10:27:42	3	10002	1	0		0.479224207																										
100016007	2	7001	1	default.png	Make a Household budget		14-02-17 21:13:03	16-02-03 10:27:42	3	10002	1	0		0.479224207																										
16000	2	7002	1	default.png	Money management		14-02-17 21:13:02	16-02-03 10:27:41	3	10002	1	0		0.479224207																										
100016000	2	7001	1	default.png	Money management		14-02-17 21:13:02	16-02-03 10:27:41	3	10002	1	0		0.479224207																										
14002	2	7002	1	default.png	Accent reduction - Pitch and Stress		14-02-17 21:13:01	16-02-03 10:27:40	3	10002	1	0		0.479224207																										
100014002	2	7001	1	default.png	Accent reduction - Pitch and Stress		14-02-17 21:13:01	16-02-03 10:27:40	3	10002	1	0		0.479224207																										
15001	2	7002	1	default.png	Team Building		14-02-17 21:13:01	16-02-03 10:27:38	3	10002	1	0		0.479224207																										
100015001	2	7001	1	default.png	Team Building		14-02-17 21:13:01	16-02-03 10:27:38	3	10002	1	0		0.479224207																										
15105	2	7002	1	default.png	Negotiation		14-02-17 21:13:24	16-02-03 10:27:15	3	10002	1	0		0.479224207																										
100015105	2	7001	1	default.png	Negotiation		14-02-17 21:13:24	16-02-03 10:27:15	3	10002	1	0		0.479224207																										
15106	2	7002	1	default.png	Motivating		14-02-17 21:13:25	16-02-03 10:27:14	3	10002	1	0		0.479224207																										
100015106	2	7001	1	default.png	Motivating		14-02-17 21:13:25	16-02-03 10:27:14	3	10002	1	0		0.479224207																										
15107	2	7002	1	default.png	Collaborating 		14-02-17 21:13:26	16-02-03 10:27:13	3	10002	1	0		0.479224207																										
100015107	2	7001	1	default.png	Collaborating 		14-02-17 21:13:26	16-02-03 10:27:13	3	10002	1	0		0.479224207																										
16001	2	7002	1	default.png	Budgeting		14-06-10 09:57:00	16-02-03 03:29:00		10002	1	0		0.937670842																										
100016001	2	7001	1	default.png	Budgeting		14-06-10 09:57:00	16-02-03 03:29:00		10002	1	0		0.937670842																										
105000008	6	7001	7	apartment-1.jpg	Apartment Decoration Ideas	Mi casa es su casa. How to  make my apartment awesome	14-06-13 01:08:00	16-02-03 03:10:00	13	10001	1	0		0.423149974																										
5000008	6	7002	1	apartment-1.jpg	Apartment Decoration Ideas	Mi casa es su casa. How to  make my apartment awesome	14-06-13 01:08:00	16-02-03 03:10:00	13	10002	1	0		0.423149974																										
13000	2	7002	1	default.png	business		14-11-22 19:28:00	16-02-02 22:38:00	1	10002	1	0		0.011676828																										
100013000	2	7001	1	default.png	business		14-11-22 19:28:00	16-02-02 22:38:00		10002	1	0		0.011676828																										
105010002	6	7001	14	spanish.jpg	Learning Spanish		14-02-17 21:13:13	16-02-02 18:42:38	13	10001	1	0		0.479224207																										
2065	2	7002	1	2081.png	Drawing	I used to like drawing with pencil and paper but somehow stopped.	14-11-23 15:29:00	16-02-01 02:45:00	2	10002	1	0	1	0.272543318																										
105000004	6	7001	14	500004.png	Sushi Making	Beginners guide to making sushi from scratch	14-09-26 10:33:00	16-01-30 18:33:00	14	10001	1	0		0.807788336																										
5000004	6	7002	1	500004.png	Sushi Making	Beginners guide to making sushi from scratch	14-09-26 10:33:00	16-01-30 18:33:00	14	10002	1	0		0.807788336																										
100002074	2	7001	3	swimming.jpg	Swimming	I can\'t imagine that I don\'t know how to swim. I am in California. Need help to start	14-06-01 00:45:00	16-01-29 02:56:00	3	10001	1	0		0.68882798																										
2059	2	7002	1	swimming-1.jpg	Swimming	I can\'t imagine that I don\'t know how to swim. I am in California. Need help to start	14-06-01 00:45:00	16-01-29 02:56:00	3	10002	1	0		0.68882798																										
105000003	6	7001	4	500003.png	Career Path (Me in 5 years)	Career Planning	14-05-13 13:46:00	16-01-28 21:21:00	16	10001	1	0		0.297358505																										
5000003	6	7002	1	500003.png	Career Path (Me in 5 years)	Career Planning	14-05-13 13:46:00	16-01-28 21:21:00	16	10002	1	0		0.297358505																										
100002088	2	7001	2	2088.png	"Cooking, Grilling, Braaing "	"I have mastered making pork ribs and steak on the grill. Moreover, cooking a meal for my wife"	14-09-20 19:36:00	16-01-27 20:31:00	1	10001	1	0		0.844069705																										
2072	2	7002	1	2088.png	"Cooking, Grilling, Braaing "	"I have mastered making pork ribs and steak on the grill. Moreover, cooking a meal for my wife"	14-09-20 19:36:00	16-01-27 20:31:00	1	10002	1	0		0.844069705																										
105000009	6	7001	2	500009.png	"Web Design & Development (tools to use, advice, introduction)"	"From scratch, what tools to use"	14-02-16 12:35:00	16-01-26 16:17:00	13	10001	1	0		0.842704032																										
5000009	6	7002	1	500009.png	"Web Design & Development (tools to use, advice, introduction)"	"From scratch, what tools to use"	14-02-16 12:35:00	16-01-26 16:17:00	13	10002	1	0		0.842704032																										
105000007	6	7001	6	500007.png	Career Path (Me in 5 years)	Career Planning	14-10-23 16:55:00	16-01-26 09:42:00	16	10001	1	0		0.114086423																										
5000007	6	7002	1	500007.png	Career Path (Me in 5 years)	Career Planning	14-10-23 16:55:00	16-01-26 09:42:00	16	10002	1	0		0.114086423																										
100002084	2	7001	2	2084.png	Improving Excel skills. Advanced features 	How I can use and integrate it to help in my data science field of study.	14-10-01 08:07:00	16-01-25 18:21:00	2	10001	1	0		0.160620561																										
2068	2	7002	1	2084.png	Improving Excel skills. Advanced features 	How I can use and integrate it to help in my data science field of study.	14-10-01 08:07:00	16-01-25 18:21:00	2	10002	1	0		0.160620561																										
100002079	2	7001	2	interview.jpg	Handling a job Interview	Sometimes gets nervous for no reason. Then not selling my skills correctly.	14-07-14 09:51:00	16-01-25 06:49:00	2	10001	1	0		0.359141627																										
105000001	6	7001	14	500001.png	Sushi Making	Beginners guide to making sushi from scratch	14-03-30 01:49:00	16-01-24 05:10:00	14	10001	1	0		0.119117254																										
5000001	6	7002	1	500001.png	Sushi Making	Beginners guide to making sushi from scratch	14-03-30 01:49:00	16-01-24 05:10:00	14	10002	1	0		0.119117254																										
105000006	6	7001	3	500006.png	Organizing your kitchen area	Have your kitchen in order. The kitchen gets used more often than most other areas.	14-01-05 13:46:00	16-01-24 03:55:00	14	10001	1	1		0.035848313																										
5000006	6	7002	1	500006.png	Organizing your kitchen area	Have your kitchen in order. The kitchen gets used more often than most other areas.	14-01-05 13:46:00	16-01-24 03:55:00	14	10002	1	1		0.035848313																										
8000201	9	7002	1	800201.png	Career Advice	"Communication skills, Listening well to a candidate, Providing constructive feedback. Recruited back in the days"	14-04-06 21:04:00	16-01-21 02:38:00	1	10002	1	0		0.883046358																										
100002090	2	7001	2	2090.png	Web Designing	"Web Designing using simpe tools. i.e. MS Word, MS Powerpoint, MS Visio."	14-04-01 18:27:00	16-01-21 00:50:00	1	10001	1	0		0.86757691																										
2074	2	7002	1	2090.png	Web Designing	"Web Designing using simpe tools. i.e. MS Word, MS Powerpoint, MS Visio."	14-04-01 18:27:00	16-01-21 00:50:00	1	10002	1	0		0.86757691																										
100002082	2	7001	2	communication.jpg	Tell a Story that Captivates People\'s Attention	"Everyone has a cool story to tell, but have to work on the delivery and right audience."	14-06-19 17:10:00	16-01-19 08:16:00	2	10001	1	0		0.526031583																										
2066	2	7002	1	communication.jpg	Tell a Story that Captivates People\'s Attention	"Everyone has a cool story to tell, but have to work on the delivery and right audience."	14-06-19 17:10:00	16-01-19 08:16:00	2	10002	1	0		0.526031583																										
100002085	2	7001	2	2085.png	Teamwork	I think I have gained some experience of being a good teammate. Open to new ideas from another teammate is the best thing of how to learn. But I want to continue improving this skill	14-09-19 06:50:00	16-01-15 07:17:00	2	10001	1	0		0.155478804																										
2069	2	7002	1	2085.png	Teamwork	I think I have gained some experience of being a good teammate. Open to new ideas from another teammate is the best thing of how to learn. But I want to continue improving this skill	14-09-19 06:50:00	16-01-15 07:17:00	2	10002	1	0		0.155478804																										
2063	2	7002	1	interview.jpg	Handling a job Interview	Sometimes gets nervous for no reason. Then not selling my skills correctly.	14-07-14 09:51:00	16-01-15 06:49:00	2	10002	1	0		0.359141627																										
105000005	6	7001	6	500005.png	Career Path (Me in 5 years)	Career Planning	14-01-15 11:31:00	16-01-14 09:00:00	16	10001	1	0		0.932404757																										
5000005	6	7002	1	500005.png	Career Path (Me in 5 years)	Career Planning	14-01-15 11:31:00	16-01-14 09:00:00	16	10002	1	0		0.932404757																										
10001	2	7002	2	spanish.jpg	Learn Spanish		14-02-17 21:13:19	16-01-11 02:37:00	3	10001	1	0		0.479224207																										
2075	2	7002	1	2091.png	"Excel, to be awesome in excel. It's hidden functions"	"Excel is one of my favorite software. I have gained so much knowledge and I want to share with the world. However, I am still way less to be an excel expert, so I want to learn from the community."	14-11-29 19:14:00	16-01-10 06:53:00	2	10002	1	0		0.274384242																										
100002086	2	7001	2	chess.jpg	Games - Chess	"I am not a grandmaster, but for now I am comfortable where I stand. "	14-07-21 22:03:00	16-01-09 06:03:00	1	10001	1	0		0.692143521																										
2070	2	7002	1	chess-2.jpg	Games - Chess	"I am not a grandmaster, but for now I am comfortable where I stand. "	14-07-21 22:03:00	16-01-09 06:03:00	1	10002	1	0		0.692143521																										
105010001	6	7001	3	spanish.jpg	Learning Spanish		14-09-20 08:51:01	16-01-08 16:00:08	14	10001	1	0		0.479224207																										
8000204	12	7002	2	default.png	Body Language	A subject when starting a conversation	14-09-20 08:51:00	16-01-08 16:00:07	1	10001	1	0		0.409188026																										
111000002	12	7001	2	default.png	Body Language	A subject when starting a conversation	14-09-20 08:51:00	16-01-08 16:00:07	1	10001	1	0		0.409188026																										
111000001	12	7001	5	default.png	Remembering names	When starting a conversation	14-09-20 08:51:01	16-01-08 16:00:05	29	10001	1	0		0.409188026																										
8000203	12	7002	2	default.png	Remembering names	When starting a conversation	14-09-20 08:51:01	16-01-08 16:00:05	29	10001	1	0		0.409188026																										
12008	2	7002	1	2092.png	Communicate in a noisy area	"Starting a conversation with anyone, anywhere in dfferent environment and scenario. "	14-09-20 08:51:01	16-01-08 16:00:04	1	10002	1	0		0.409188026																										
12009	2	7002	1	2092.png	Small Talks	"Small talks with stangers, anywhere in dfferent environment and scenario. "	14-09-20 08:51:01	16-01-08 16:00:04	1	10002	1	0		0.409188026																										
8000202	12	7002	2	default.png	The Weather	A subject when starting a conversation	14-09-20 08:51:02	16-01-08 16:00:02	29	10001	1	0		0.409188026																										
100002083	2	7001	2	2083.png	"Ms Powerpoint: designing icons, greeting cards and creative Powerpoints"	"To some, Photoshop is a default program to go when designing, but if you know deep MS PowerPoint features, you can  d wonderful things design. I have gained a huge amount of designing experience using MS PowerPoint and would like to share my random skills I have used in PowerPoint. Note, almost all the default customised pictures and icons in this application were made using MS PowerPoint."	14-09-13 17:45:00	16-01-08 07:26:00	3	10001	1	0		0.681349871																										
2067	2	7002	1	2083.png	"Ms Powerpoint: designing icons, greeting cards and creative Powerpoints"	"To some, Photoshop is a default program to go when designing, but if you know deep MS PowerPoint features, you can  d wonderful things design. I have gained a huge amount of designing experience using MS PowerPoint and would like to share my random skills I have used in PowerPoint. Note, almost all the default customised pictures and icons in this application were made using MS PowerPoint."	14-09-13 17:45:00	16-01-08 07:26:00	3	10002	1	0		0.681349871																										
100002087	2	7001	2	2087.png	Advising People	Want to improve on how I communicate with others. Not to overwhelm them when giving them advice.	14-07-16 00:26:00	16-01-08 03:33:00	2	10001	1	0		0.672411937																										
2071	2	7002	1	2087.png	Advising People	Want to improve on how I communicate with others. Not to overwhelm them when giving them advice.	14-07-16 00:26:00	16-01-08 03:33:00	2	10002	1	0		0.672411937																										
100002075	2	7001	2	communication.jpg	Communication Skills - Speaking Clearly	Improve how I speak English. Having more American accent might be desirable. Speaking clearly slowly and audible. Sometimes people have some hard times understanding me.	14-02-22 20:45:00	16-01-07 16:36:00	2	10001	1	0		0.285007225																										
2060	2	7002	1	communication.jpg	Communication Skills - Speaking Clearly	Improve how I speak English. Having more American accent might be desirable. Speaking clearly slowly and audible. Sometimes people have some hard times understanding me.	14-02-22 20:45:00	16-01-07 16:36:00	2	10002	1	0		0.285007225																										
105000000	6	7001	7	500000.png	Bread Making	What can you make with your new bread making machine	14-10-29 11:11:00	16-01-07 05:57:00	13	10001	1	0		0.057252802																										
5000000	6	7002	1	500000.png	Bread Making	What can you make with your new bread making machine	14-10-29 11:11:00	16-01-07 05:57:00	13	10002	1	0		0.057252802																										
5000203	6	7002	1	default.png	Organizing your closet		14-06-07 00:50:04	16-01-06 12:03:04	14	10002	1	1		0.744843989																										
105000202	6	7001	5	default.png	Organizing your living room area		14-06-07 00:50:03	16-01-06 12:03:03	14	10001	1	1		0.744843989																										
105000201	6	7001	7	default.png	Organizing your bedroom area		14-06-07 00:50:02	16-01-06 12:03:02	14	10001	1	1		0.744843989																										
105000200	6	7001	3	default.png	Organizing the bathroom area	"""Can I use your bathroom real quick"" Are you prepared for people to see your bathroom"	14-06-07 00:50:01	16-01-06 12:03:01	14	10001	1	1		0.744843989																										
105000002	6	7001	7	500002.png	Organizing the kitchen area	Have your kitchen in order. The kitchen gets used more often than most other areas.	14-06-07 00:50:00	16-01-06 12:03:00	14	10001	1	1		0.744843989																										
10000	2	7002	1	default.png	Learn a new language		14-02-17 21:13:21	16-01-03 10:27:21	2	10002	1	0		0.479224207																										
100010000	2	7001	1	default.png	Learn a new language		14-02-17 21:13:21	16-01-03 10:27:21	2	10002	1	0		0.479224207																										
14001	2	7002	1	default.png	English pronunciation		14-02-17 21:13:02	16-01-03 10:27:20	2	10002	1	0		0.479224207																										
100014001	2	7001	1	default.png	English pronunciation		14-02-17 21:13:02	16-01-03 10:27:20	2	10002	1	0		0.479224207																										
100002089	2	7001	2	2089.png	Games - Boggle	It is an intersting game to learn because it will improve my vocabulary.	14-04-26 19:04:00	16-01-03 05:29:00	2	10001	1	0		0.680094858																										
2073	2	7002	1	2089.png	Games - Boggle	It is an intersting game to learn because it will improve my vocabulary.	14-04-26 19:04:00	16-01-03 05:29:00	2	10002	1	0		0.680094858																										
105010003	6	7001	16	spanish.jpg	Learning Spanish		14-09-20 08:51:02	16-01-02 18:42:39	13	10001	1	0		0.479224207																										
14000	2	7002	1	default.png	Accent reduction		14-02-17 21:13:03	16-01-01 10:27:30	3	10002	1	0		0.479224207																										
100002078	2	7001	2	adventurous.jpg	Adventurous	Being creative when going out whether with friends and family or on dates. 	14-06-17 02:52:00	16-01-01 09:34:00	3	10001	1	0		0.368307197																										
2062	2	7002	1	adventurous.jpg	Adventurous	Being creative when going out whether with friends and family or on dates. 	14-06-17 02:52:00	16-01-01 09:34:00	3	10002	1	0		0.368307197																										
1405	2	7002	1	default.png	parallel park		14-06-20 02:29:00	15-12-31 22:35:00		10002	1	0		0.228424614																										
961	2	7002	1	default.png	"enterprising: strong interest, great eagerness."		14-12-18 16:47:00	15-12-31 19:45:00		10002	1	0		0.188571279																										
769	2	7002	1	default.png	florist		14-07-23 05:43:00	15-12-31 14:57:00		10002	1	0		0.036714252																										
558	2	7002	1	default.png	working knowledge of visual basic		14-08-03 04:38:00	15-12-31 14:36:00		10002	1	0		0.245036572																										
1109	2	7002	1	default.png	real estate agency principal		14-01-04 01:46:00	15-12-31 09:46:00		10002	1	0		0.386690504																										
2001365	3	7002	1	default.png	Cook a Traditional Dish From a Different Culture		14-11-25 23:17:00	15-12-31 01:44:00		10002	1	0		0.291941978																										
2001029	3	7002	1	default.png	Color My Hair Blue		14-07-09 13:23:00	15-12-30 23:47:00		10002	1	0		0.752274342																										
3000729	4	7002	1	default.png	Photography		14-10-27 00:16:00	15-12-30 21:03:00		10002	1	0		0.366611268																										
2013	2	7002	1	default.png	"persevering: steadfast pursuit to an aim, refusal to give up; continued effort."		14-07-24 08:29:00	15-12-30 20:48:00		10002	1	0		0.520743663																										
794	2	7002	1	default.png	defining problems		14-04-27 08:39:00	15-12-30 20:27:00		10002	1	0		0.044783874																										
2000713	3	7002	1	default.png	Hike in Gros Morne National Park		14-01-23 22:26:00	15-12-30 20:10:00		10002	1	0		0.858656487																										
2000346	3	7002	1	default.png	Create a Travel Journal		14-06-26 02:01:00	15-12-30 19:57:00		10002	1	0		0.043194336																										
2001504	3	7002	1	chess-2.jpg	Attend a Gay Pride Event		14-06-02 16:40:00	15-12-30 19:30:00		10002	1	0		0.158787936																										
2000653	3	7002	1	default.png	Learn to play the violin		14-04-18 10:04:00	15-12-30 19:15:00		10002	1	0		0.901740155																										
2001742	3	7002	1	chess.jpg	Become Ambidextrous		14-05-27 16:13:00	15-12-30 18:51:00		10002	1	0		0.292215573																										
2002312	3	7002	1	chess.jpg	Build Affordable Green Communities		14-07-15 07:31:00	15-12-30 18:29:00		10002	1	0		0.937037374																										
735	2	7002	1	default.png	settle disagreements		14-07-31 12:07:00	15-12-30 18:03:00		10002	1	0		0.575977089																										
1675	2	7002	1	default.png	foreign languages		14-01-11 19:47:00	15-12-30 16:16:00		10002	1	0		0.316488218																										
2001734	3	7002	1	chess-1.jpg	Carnival of Rio De Janeiro		14-05-26 06:16:00	15-12-30 14:30:00		10002	1	0		0.366876566																										
1733	2	7002	1	default.png	maintaining schedules or times		14-06-13 22:53:00	15-12-30 12:14:00		10002	1	0		0.182991051																										
2002397	3	7002	1	chess-1.jpg	Visit the Wizarding World of Harry Potter		14-08-18 14:13:00	15-12-30 09:26:00		10002	1	0		0.653552372																										
2000321	3	7002	1	default.png	Dine in the Eiffel Tower		14-01-15 14:53:00	15-12-30 05:22:00		10002	1	0		0.803317062																										
2000864	3	7002	1	default.png	Learn to play the guitar		14-02-10 07:02:00	15-12-30 02:02:00		10002	1	0		0.918106207																										
2000734	3	7002	1	default.png	Do a Cleanse		14-12-29 19:49:00	15-12-29 21:52:00		10002	1	0		0.221152443																										
1954	2	7002	1	default.png	other spatial scientist		14-03-07 04:02:00	15-12-29 20:18:00		10002	1	0		0.829882248																										
2003040	3	7002	1	chess-2.jpg	Renew Our Vows in a Tropical Setting (Dressed in All White)		14-04-13 05:08:00	15-12-29 19:58:00		10002	1	0		0.706997398																										
8000062	9	7002	1	default.png	Get one big success at an early age. It will help build your confidence for bigger things.		14-06-16 06:57:00	15-12-29 18:40:00		10002	1	0		0.243875111																										
2002175	3	7002	1	chess-1.jpg	Bike on the Beach		14-08-26 18:24:00	15-12-29 16:50:00		10002	1	0		0.704567909																										
8000044	9	7002	1	default.png	Find your voice.		14-05-05 05:45:00	15-12-29 14:15:00		10002	1	0		0.243875111																										
2002785	3	7002	1	chess-2.jpg	Down Hill Biking		14-03-02 00:35:00	15-12-29 12:49:00		10002	1	0		0.690170382																										
552	2	7002	1	default.png	futures trader		14-03-08 05:51:00	15-12-29 10:56:00		10002	1	0		0.969621995																										
827	2	7002	1	default.png	table tennis		14-10-03 01:37:00	15-12-29 10:41:00		10002	1	0		0.014717969																										
905	2	7002	1	default.png	curiosity		14-03-06 13:51:00	15-12-29 09:33:00		10002	1	0		0.010779691																										
1339	2	7002	1	default.png	magic		14-10-23 08:38:00	15-12-29 09:31:00		10002	1	0		0.339228746																										
2001164	3	7002	1	default.png	Cross in to Canada By Boat.		14-09-26 06:58:00	15-12-29 09:25:00		10002	1	0		0.627517078																										
2000589	3	7002	1	default.png	Hike Mason Dixon Trail		14-12-13 12:47:00	15-12-29 07:56:00		10002	1	0		0.904733366																										
