id	parent_activity_id	creator_id	title	description	created_at	updated_at	importance	status	rand
3026	3000	2	granddaughter	la nieta	14-10-01 08:07:461	16-01-25 18:21:461	1	0	0.724612799
3027	3000	2	daughter-in-law	la nuera	14-10-01 08:07:416	16-01-25 18:21:416	1	0	0.592390961
3028	3000	2	daughter	la hija	14-10-01 08:07:407	16-01-25 18:21:407	1	0	0.652690769
3029	3000	2	mother	la madre	14-10-01 08:07:506	16-01-25 18:21:506	1	0	0.474009762
3030	3000	2	uncle	el tío	14-10-01 08:07:623	16-01-25 18:21:623	1	0	0.007450129
3031	3000	2	stepchild	el hijastro	14-10-01 08:07:596	16-01-25 18:21:596	1	0	0.641725786
3032	3000	2	nephew	el sobrino	14-10-01 08:07:524	16-01-25 18:21:524	1	0	0.270300639
4000	NULL	2	Body		14-10-01 08:07:5258	16-01-25 18:21:5258	1	0	0.999955666
4001	4000	2	Ankle	Tobillo	14-10-01 08:07:866	16-01-25 18:21:866	1	0	0.638787854
4002	4000	2	Hip	Cadera	14-10-01 08:07:839	16-01-25 18:21:839	1	0	0.777169882
4003	4000	2	Nerve	Nervio	14-10-01 08:07:956	16-01-25 18:21:956	1	0	0.625530366
4004	4000	2	Tendon	Tendón	14-10-01 08:07:1037	16-01-25 18:21:1037	1	0	0.215396279
4005	4000	2	Leg	Pierna	14-10-01 08:07:848	16-01-25 18:21:848	1	0	0.2228427
4006	4000	2	Foot	Pie	14-10-01 08:07:875	16-01-25 18:21:875	1	0	0.376198344
4007	4000	2	Heart	Corazón	14-10-01 08:07:920	16-01-25 18:21:920	1	0	0.368395999
4008	4000	2	Tongue	Lengua	14-10-01 08:07:722	16-01-25 18:21:722	1	0	0.034813898
4009	4000	2	Tonsils	Amígdalas	14-10-01 08:07:902	16-01-25 18:21:902	1	0	0.07664965
4010	4000	2	Face	Cara	14-10-01 08:07:677	16-01-25 18:21:677	1	0	0.375213275
4011	4000	2	Thumb	Pulgar	14-10-01 08:07:812	16-01-25 18:21:812	1	0	0.726478351
4012	4000	2	Elbow	Codo	14-10-01 08:07:776	16-01-25 18:21:776	1	0	0.44332195
4013	4000	2	Spinal cord	Columna vertebral	14-10-01 08:07:983	16-01-25 18:21:983	1	0	0.779461714
4014	4000	2	Shoulder	Hombro	14-10-01 08:07:758	16-01-25 18:21:758	1	0	0.85858164
4015	4000	2	Bone	Hueso	14-10-01 08:07:1010	16-01-25 18:21:1010	1	0	0.074346656
4016	4000	2	Lung	Pulmón	14-10-01 08:07:1046	16-01-25 18:21:1046	1	0	0.554454698
4017	4000	2	Hair	Pelo	14-10-01 08:07:668	16-01-25 18:21:668	1	0	0.185081628
4018	4000	2	Vein	Vena	14-10-01 08:07:1001	16-01-25 18:21:1001	1	0	0.883930613
4019	4000	2	Lip	Labio	14-10-01 08:07:713	16-01-25 18:21:713	1	0	0.857737872
4020	4000	2	Rib	Costilla	14-10-01 08:07:1019	16-01-25 18:21:1019	1	0	0.118140509
4021	4000	2	Knee	Rodilla	14-10-01 08:07:857	16-01-25 18:21:857	1	0	0.824640232
4022	4000	2	Neck	Cuello	14-10-01 08:07:749	16-01-25 18:21:749	1	0	0.541711645
4023	4000	2	Nose	Nariz	14-10-01 08:07:695	16-01-25 18:21:695	1	0	0.179525669
4024	4000	2	Throat	Garganta	14-10-01 08:07:947	16-01-25 18:21:947	1	0	0.184615252
4025	4000	2	Jaw	Mandíbula	14-10-01 08:07:1028	16-01-25 18:21:1028	1	0	0.674251917
4026	4000	2	Intestine	Intestino	14-10-01 08:07:965	16-01-25 18:21:965	1	0	0.877637579
4027	4000	2	Chest	Pecho	14-10-01 08:07:821	16-01-25 18:21:821	1	0	0.179289302
4028	4000	2	Wrist	Muñeca	14-10-01 08:07:785	16-01-25 18:21:785	1	0	0.445300973
4029	4000	2	Toe	Dedo del pie	14-10-01 08:07:884	16-01-25 18:21:884	1	0	0.421088683
4030	4000	2	Eye	Ojo	14-10-01 08:07:686	16-01-25 18:21:686	1	0	0.226528567
4031	4000	2	Head	Cabeza	14-10-01 08:07:659	16-01-25 18:21:659	1	0	0.460901865
4032	4000	2	Stomach	Estomago	14-10-01 08:07:938	16-01-25 18:21:938	1	0	0.330306417
4033	4000	2	Hand	Mano	14-10-01 08:07:794	16-01-25 18:21:794	1	0	0.849374333
4034	4000	2	Mouth	Boca	14-10-01 08:07:704	16-01-25 18:21:704	1	0	0.922542985
4035	4000	2	Bladder	Vesícula	14-10-01 08:07:974	16-01-25 18:21:974	1	0	0.567886719
4036	4000	2	Muscle	Músculo	14-10-01 08:07:1055	16-01-25 18:21:1055	1	0	0.130020808
4037	4000	2	Artery	Arteria	14-10-01 08:07:992	16-01-25 18:21:992	1	0	0.464140038
4038	4000	2	Finger	Dedo	14-10-01 08:07:803	16-01-25 18:21:803	1	0	0.956964592
4039	4000	2	Ear	Oreja	14-10-01 08:07:740	16-01-25 18:21:740	1	0	0.43734464
4040	4000	2	Back	Espalda	14-10-01 08:07:830	16-01-25 18:21:830	1	0	0.095271938
4041	4000	2	Liver	Hígado	14-10-01 08:07:911	16-01-25 18:21:911	1	0	0.985370371
4042	4000	2	Skin	Piel	14-10-01 08:07:893	16-01-25 18:21:893	1	0	0.771702703
4043	4000	2	Tooth	Diente	14-10-01 08:07:731	16-01-25 18:21:731	1	0	0.582177021
4044	4000	2	Kidney	Riñón	14-10-01 08:07:929	16-01-25 18:21:929	1	0	0.871913333
4045	4000	2	Arm	Brazo	14-10-01 08:07:767	16-01-25 18:21:767	1	0	0.236929552
5000	NULL	2	Clothing		14-10-01 08:07:5276	16-01-25 18:21:5276	1	0	0.63203319
5001	5000	2	tie	la corbata	14-10-01 08:07:1118	16-01-25 18:21:1118	1	0	0.016472615
5002	5000	2	overalls	"el overol, el peto"	14-10-01 08:07:1244	16-01-25 18:21:1244	1	0	0.633894779
5003	5000	2	the tie	la gorbata	14-10-01 08:07:1127	16-01-25 18:21:1127	1	0	0.36226602
5006	5000	2	slip	el refajo	14-10-01 08:07:1361	16-01-25 18:21:1361	1	0	0.856910033
5007	5000	2	suit	el traje	14-10-01 08:07:1298	16-01-25 18:21:1298	1	0	0.444798038
5008	5000	2	camisole	el bustillo	14-10-01 08:07:1181	16-01-25 18:21:1181	1	0	0.806457051
5009	5000	2	high heels	los zapatos de tacón alto	14-10-01 08:07:1397	16-01-25 18:21:1397	1	0	0.551847699
5010	5000	2	blouse	la blusa	14-10-01 08:07:1163	16-01-25 18:21:1163	1	0	0.498813709
5011	5000	2	dress	el vestido	14-10-01 08:07:1388	16-01-25 18:21:1388	1	0	0.247889021
5012	5000	2	athletic supporter	el suspensorio	14-10-01 08:07:1289	16-01-25 18:21:1289	1	0	0.33793816
5013	5000	2	skirt	la falda	14-10-01 08:07:1208	16-01-25 18:21:1208	1	0	0.462903271
5014	5000	2	shirt	la camisa	14-10-01 08:07:1100	16-01-25 18:21:1100	1	0	0.083409059
5015	5000	2	the zipper	la cierre	14-10-01 08:07:1190	16-01-25 18:21:1190	1	0	0.278515007
5016	5000	2	shoes	los zapatos	14-10-01 08:07:1307	16-01-25 18:21:1307	1	0	0.981805737
5017	5000	2	the hat	el sombrero	14-10-01 08:07:1271	16-01-25 18:21:1271	1	0	0.69606667
5018	5000	2	pantyhose	la pantimedia	14-10-01 08:07:1343	16-01-25 18:21:1343	1	0	0.99738952
5019	5000	2	the coat	el abrigo	14-10-01 08:07:1064	16-01-25 18:21:1064	1	0	0.602574828
5020	5000	2	the cotton	el algodón	14-10-01 08:07:1154	16-01-25 18:21:1154	1	0	0.608020939
5021	5000	2	handbag	la bolsa	14-10-01 08:07:1172	16-01-25 18:21:1172	1	0	0.20869168
5022	5000	2	belt	el cinturón	14-10-01 08:07:1199	16-01-25 18:21:1199	1	0	0.210773452
5023	5000	2	the pajama(s)	la pijama	14-10-01 08:07:1325	16-01-25 18:21:1325	1	0	0.025056929
5024	5000	2	sandals	las sandalias	14-10-01 08:07:1370	16-01-25 18:21:1370	1	0	0.981624104
5025	5000	2	the sweater	el suéter	14-10-01 08:07:1280	16-01-25 18:21:1280	1	0	0.761237003
5026	5000	2	the velcro	el velcro	14-10-01 08:07:1379	16-01-25 18:21:1379	1	0	0.685711992
5027	5000	2	bow tie	la pajarita	14-10-01 08:07:1253	16-01-25 18:21:1253	1	0	0.813075537
5028	5000	2	socks	los calcetines	14-10-01 08:07:1082	16-01-25 18:21:1082	1	0	0.099820132
5029	5000	2	string tie	el lazo	14-10-01 08:07:1235	16-01-25 18:21:1235	1	0	0.797172447
5030	5000	2	trousers	los pantalones	14-10-01 08:07:1262	16-01-25 18:21:1262	1	0	0.907931765
5031	5000	2	the shoelace	la agujeta	14-10-01 08:07:1073	16-01-25 18:21:1073	1	0	0.165412098
5032	5000	2	undershirt	la camiseta	14-10-01 08:07:1109	16-01-25 18:21:1109	1	0	0.90789981
5033	5000	2	the gloves	los guantes	14-10-01 08:07:1217	16-01-25 18:21:1217	1	0	0.141321977
5034	5000	2	panties	la pantaleta	14-10-01 08:07:1334	16-01-25 18:21:1334	1	0	0.368058841
5035	5000	2	under shorts	el calzoncillo	14-10-01 08:07:1091	16-01-25 18:21:1091	1	0	0.04167262
5036	5000	2	the ballcap	la gorra	14-10-01 08:07:1136	16-01-25 18:21:1136	1	0	0.050251051
5037	5000	2	stockings	las medias	14-10-01 08:07:1226	16-01-25 18:21:1226	1	0	0.527105141
6000	NULL	2	Plants and Animals		14-10-01 08:07:5294	16-01-25 18:21:5294	1	0	0.942977236
6001	6000	2	tulip	el tulipán	14-10-01 08:07:1505	16-01-25 18:21:1505	1	0	0.790608215
6002	6000	2	daisy	la margarita	14-10-01 08:07:1478	16-01-25 18:21:1478	1	0	0.379674312
6003	6000	2	cactus	el cactus	14-10-01 08:07:1442	16-01-25 18:21:1442	1	0	0.859730032
6004	6000	2	flower	la flor	14-10-01 08:07:1460	16-01-25 18:21:1460	1	0	0.39684492
6005	6000	2	bulb	el bulbo	14-10-01 08:07:1433	16-01-25 18:21:1433	1	0	0.759294609
6006	6000	2	tree	el árbol	14-10-01 08:07:1406	16-01-25 18:21:1406	1	0	0.431489661
6007	6000	2	rose	la rosa	14-10-01 08:07:1523	16-01-25 18:21:1523	1	0	0.781757195
6008	6000	2	orchid	la orquídea	14-10-01 08:07:1487	16-01-25 18:21:1487	1	0	0.996442808
6009	6000	2	bush	el arbusto	14-10-01 08:07:1415	16-01-25 18:21:1415	1	0	0.79549469
6010	6000	2	stem	el tallo	14-10-01 08:07:1496	16-01-25 18:21:1496	1	0	0.658352714
6011	6000	2	bud	el botón	14-10-01 08:07:1424	16-01-25 18:21:1424	1	0	0.833224369
6012	6000	2	vine	la enredadera	14-10-01 08:07:1451	16-01-25 18:21:1451	1	0	0.779930214
6013	6000	2	violet	la violeta	14-10-01 08:07:1514	16-01-25 18:21:1514	1	0	0.073727282
6014	6000	2	leaf	la hoja	14-10-01 08:07:1469	16-01-25 18:21:1469	1	0	0.28885208
7000	NULL	2	Animals (Los animales)		14-10-01 08:07:5312	16-01-25 18:21:5312	1	0	0.695187467
7001	7000	2	beetle	el escarabajo	14-10-01 08:07:1784	16-01-25 18:21:1784	1	0	0.347901586
7002	7000	2	rat	la rata	14-10-01 08:07:2045	16-01-25 18:21:2045	1	0	0.403581403
7003	7000	2	fly	la mosca	14-10-01 08:07:1955	16-01-25 18:21:1955	1	0	0.661861918
7004	7000	2	tusk	el colmillo	14-10-01 08:07:1721	16-01-25 18:21:1721	1	0	0.484995235
7005	7000	2	bee	la abeja	14-10-01 08:07:1532	16-01-25 18:21:1532	1	0	0.77337888
7006	7000	2	fox	el zorro	14-10-01 08:07:2180	16-01-25 18:21:2180	1	0	0.696806993
7007	7000	2	cardinal	el cardenal	14-10-01 08:07:1676	16-01-25 18:21:1676	1	0	0.560036676
7008	7000	2	squirrel	la ardilla	14-10-01 08:07:1586	16-01-25 18:21:1586	1	0	0.995760438
7009	7000	2	deer	el venado	14-10-01 08:07:2162	16-01-25 18:21:2162	1	0	0.944285968
7010	7000	2	rhinoceros	el rinoceronte	14-10-01 08:07:2081	16-01-25 18:21:2081	1	0	0.071971302
7011	7000	2	parrot	el loro	14-10-01 08:07:1919	16-01-25 18:21:1919	1	0	0.729459054
7012	7000	2	sparrow	el gorrión	14-10-01 08:07:1811	16-01-25 18:21:1811	1	0	0.686738388
7013	7000	2	monkey	el mono	14-10-01 08:07:1946	16-01-25 18:21:1946	1	0	0.804849564
7014	7000	2	lizard	la lagartija	14-10-01 08:07:1883	16-01-25 18:21:1883	1	0	0.285957872
