id	"creator_id question_id explorer_id`,`answer_choice_id`,`created_at`, `updated_at`,`description`,`privacy`, `status`"	question_id	explorer_id	answer_choice_id	created_at	updated_at	description	order	privacy	status
56	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Negotiating my needs	0	0	0
57	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Sharing ideas	0	0	0
58	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Understanding introversion and extroversion	0	0	0
59	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Becoming a more active and a better listener	0	0	0
60	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Giving and getting feedback	0	0	0
61	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Avoiding miscommunication	0	0	0
62	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Watching word choices	0	0	0
63	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Knowing how to persuade people	0	0	0
64	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Knowledge of basic verbal skills	0	0	0
65	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Interpreting non-verbal communication	0	0	0
66	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	How to understand and use non-verbal communication.	0	0	0
67	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Avoid distractions when communicating	0	0	0
68	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Not making assumptions	0	0	0
69	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Handling language barrier	0	0	0
70	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Using appropriate method of communication	0	0	0
71	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Coming up with a good conversation topic	0	0	0
72	2	2000003	2092	NULL	14-09-20 08:51:01	14-09-20 08:51:41	Starting a conversation in a coffee shop	0	0	0
