id	level_id	component_id	creator_id	description	created_at	updated_at	importance	status_id
84	13001	49	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
85	13001	50	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
86	13001	54	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
87	13001	55	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
88	13001	57	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
89	13001	61	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
90	13001	64	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
91	13001	65	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
92	13001	4402	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
93	13001	4745	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
94	13001	6348	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
95	13001	8101	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
96	13001	8102	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
97	13001	8103	1		14-12-03 08:57:00	14-12-03 08:57:00	1	
