id	creator_id	description		created_at	updated_at	type	status	rand
157	1	"If you give instructions to someone and then learned he/she did it wrong, what do you do next?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.077600348
158	1	Do you work in an orderly way?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.84897361
159	1	Describe a situation where you found you had a serious problem? What did you do to solve it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.665735031
160	1	"If you could try out any job for a day, what would you like to try?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.307328535
161	1	For every experience you get: What are the biggest things you have learned?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.686917451
162	1	How would you describe yourself?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.602273909
163	1	Who inspire you the most?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.307299786
164	1	Who is the most important people to you in the world?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.613425907
165	1	What do you represent?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.497140615
166	1	How many instruments can you play?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.251058568
167	1	Do you have highly original ideas?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.8841141
168	1	"If someone were to make a movie about your life, who would you hope would play you?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.997641479
169	1	Do you spend more time with the most important people in your life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.100373831
170	1	What is the meaning of life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.420640839
171	1	Do you have any friends or family to appreciate what you were working on?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.679467114
172	1	Why did you choose your particular line of work?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.836008776
173	1	Do you like helping people?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.727261988
174	1	Describe a boss you want to have?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.662912152
175	1	What learning goals do you set?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.78788771
176	1	Do you enjoy repairing things?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.754004436
177	1	"Do you measure twice, cut once or look before you leap?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.463066363
178	1	Describe your work ethics.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.891052883
179	1	What types of work do you like best?  Why?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.416654267
180	1	Where can you meet people who have the qualities you are looking for?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.898520713
181	1	What is your favorite joke?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.006147261
182	1	Do you think people can control their own destiny?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.510565878
183	1	"If you were a type of animal, what would you be and why?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.237790496
184	1	What hiders you to help others?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.873723338
185	1	Have you found it necessary to make an exception to the rules in order to get something done?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.458335507
186	1	Describe your decision-making approach		5/5/2014 10:00	5/5/2014 10:00	1	0	0.04490181
187	1	"If there was no failure in life, what would you attempt?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.379942121
188	1	What are some of your favorite movies?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.695425832
189	1	What is something you wish everyone knew about you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.098920139
190	1	Are you prepared to tell people if they are mistaken?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.108361431
191	1	Describe your methods of assigning work to a person?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.982563827
192	1	What parts of your life are you putting on hold? Why?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.661681621
193	1	"If you go to a new place, what steps can you take to adjust to the new place?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.73556955
194	1	Are you able to express what you think in a clear and intelligible manner?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.464170549
195	1	Would you recommend your career for other people? Why/Why not?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.774169614
196	1	Do you usually feel relaxed?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.910380939
197	1	What can you do to start living your ideal life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.907331316
198	1	Describe occasions when you feel you make up your mind too slowly?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.001915151
199	1	How would you react when you face your fears?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.963535279
200	1	What do you do every day between 6-12am?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.83743056
201	1	What is the stupidest thing you have ever done?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.686593451
202	1	Do you believe that some people are naturally geniuses?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.906921998
203	1	What advice would you give to yourself 5 years ago?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.025709386
204	1	Do you like traveling?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.837139625
205	1	Do most people understand your questions and you want to know?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.693490477
206	1	What do you do every day between 12pm and 4pm?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.098631036
207	1	Is earth flat or globe?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.052693413
208	1	What is your ideal career?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.176715926
209	1	What is the best prank you have ever pulled?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.767782616
210	1	 What were the limits of authority in your previous jobs?  		5/5/2014 10:00	5/5/2014 10:00	1	0	0.227697534
211	1	Why did you select to attend your college/university?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.232565093
212	1	What are your weaknesses?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.336530015
213	1	Is it overnight successes or simply lucky?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.713591627
214	1	"How many emails do you get each week, roughly?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.070055275
215	1	What is one of the scariest things you have ever done?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.883943847
216	1	Describe your last achievement?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.074578992
217	1	What is your favorite dessert?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.346489922
218	1	"If you could visit any country in the world, where would you go?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.620478625
219	1	Are you a morning or night person?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.744985553
220	1	How do you feel about public speaking?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.479596319
221	1	What do you like least about yourself?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.576058947
222	1	What kind of person are you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.374103747
223	1	Are you good at dancing alone or with a partner?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.821256127
224	1	Do you feel some rules should be obeyed more stringently than others?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.617606128
225	1	What is the biggest lie you have ever told?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.893963216
226	1	Are you clever with your hands?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.854300652
227	1	What was the toughest decision you had to make?  What made it so difficult?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.084588206
228	1	What is your sense of purpose?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.124203149
229	1	What do you think people think of you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.561626994
230	1	What are some of your smaller goals in life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.55144318
231	1	What were you like in high school?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.086712823
232	1	How would you explain your basic life philosophy?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.993548276
233	1	Are you very particular about cleanliness?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.503905202
234	1	What educational training have you had that helped your career?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.169228192
235	1	What is your purpose in life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.665004564
236	1	What is your ideal life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.519887063
237	1	Are you nervous before big events?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.799485674
238	1	How long does it take you before you felt comfortable with the company's products or services?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.9642113
239	1	Why do you look up to them?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.457362297
240	1	What are some things that make you really sad?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.065206641
241	1	What do you do to keep yourself informed?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.15427875
242	1	Why did you select to attend your high school?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.60050603
243	1	How do you handle supervising a close friend?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.974625467
244	1	Describe the best boss you ever had.  What made him/her so great to work for?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.359443697
245	1	What is the best decision you ever made?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.796625677
246	1	How do you handle change of priorities?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.723168787
247	1	Have you done more than was required in your job?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.760742443
248	1	What kinds of problems have you had in switching from one job to another?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.884136406
249	1	"When there's a difference of opinion, do you confront others indirectly or directly?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.442159368
250	1	What part of your work has given you the greatest feeling of achievement?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.997782235
251	1	What would you spend your time on?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.76203353
252	1	What sort of mood swings do you experience?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.603114395
253	1	How do you react to compliments?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.241862384
254	1	What are some things that scare you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.329891677
255	1	 Can you usually find what you need without searching?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.261985215
256	1	How do you react when someone is unfriendly towards you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.3162029
257	1	Are you good in asking for forgiveness?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.714247454
258	1	Describe a positive attitude.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.941933864
259	1	Are you artistic?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.340820282
260	1	What do you need to learn this year to accomplish last year's unfinished goals?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.449582986
261	1	What drives you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.44709396
262	1	"Based on my daily routines and actions, where can I expect to be in five years?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.075121213
263	1	Are you good at solving technical problems?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.709162742
264	1	Do you have the required licenses?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.410845013
265	1	Have anyone stole credit for an idea you came up with? What did you do?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.44033841
266	1	Do you review work critically?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.299822778
267	1	Are the people you spend time with enabling you or holding you back?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.597099646
268	1	"If you are yourself 5 years from the future, how would you advise yourself now?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.020478743
269	1	What is your ideal diet?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.494730509
270	1	Do you sometimes debate without understanding the underlying theory?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.756910832
271	1	Have you ever taken a personality test?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.332261928
272	1	What do you need to do to achieve your ideal diet?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.016790595
